1,47.5281,-122.198
2,40.2015,-74.8065
3,40.6686,-73.9816
4,40.817,-73.9475
5,41.9026,-87.6647
6,38.1642,-84.877
7,43.8066,-79.225
8,37.5308,-77.4756
9,41.5118,-95.8933
10,40.8096,-73.9499
11,34.224,-118.6
12,30.3875,-91.1097
13,41.2204,-85.8619
14,33.5842,-84.283
15,39.6693,-79.85
16,36.3365,-86.4354
17,26.151,-80.1209
18,33.9162,-117.322
19,38.9117,-77.0102
20,40.633,-73.9324
21,29.6951,-95.6393
22,32.3048,-90.2288
23,33.1646,-87.5745
24,29.7315,-95.6433
25,26.2394,-80.1612
26,39.9767,-75.2725
27,40.644,-74.0129
28,25.6071,-80.3552
29,40.7235,-73.991
30,34.8775,-120.42
31,41.4631,-81.5447
32,41.1792,-73.1717
33,33.7924,-84.3916
34,30.0908,-96.0337
35,41.3619,-83.6139
36,38.8418,-77.0868
37,26.23,-80.2094
38,40.7673,-73.5861
39,43.783,-79.2385
40,38.4755,-121.443
41,29.6156,-95.493
42,30.3938,-97.6532
43,29.7918,-95.0524
44,39.4105,-76.774
45,30.8324,-83.3093
46,38.697,-121.329
47,38.9694,-76.9581
48,33.9987,-84.1659
49,40.6732,-73.9677
50,33.7488,-84.4121
51,40.9016,-74.1987
52,30.8668,-83.2871
53,40.656,-73.9075
54,40.6887,-73.935
55,40.4035,-79.8943
56,33.797,-84.4438
57,25.8037,-80.2746
58,40.6599,-73.9533
59,35.6024,-80.7205
60,43.0794,-83.6873
61,40.7048,-73.7218
62,40.8545,-73.8931
63,40.7109,-74.2457
64,41.8135,-87.8722
65,42.1108,-71.0252
66,41.8006,-87.5978
67,40.6689,-74.2036
68,33.6691,-79.8504
69,38.7833,-76.9587
70,40.6713,-73.6103
71,36.8461,-75.9756
72,29.6012,-95.6881
73,33.7454,-84.4986
74,33.9367,-84.3708
75,32.4379,-80.7763
76,33.7836,-118.287
77,40.6862,-73.9791
78,44.9839,-93.2599
79,34.6588,-86.5451
80,28.5132,-81.4785
81,43.0953,-83.7364
82,37.1853,-77.2815
83,40.8231,-73.8947
84,38.8602,-76.9517
85,35.2474,-80.7892
86,33.6358,-84.4522
87,29.7359,-95.6083
88,40.8087,-73.9441
89,36.1959,-115.243
90,40.4816,-79.811
91,40.6776,-73.9278
92,29.9571,-90.1043
93,40.7475,-74.0041
94,40.4525,-79.9368
95,40.6703,-73.9
96,39.9642,-75.1455
97,40.6697,-73.9364
98,37.2397,-77.4237
99,35.9774,-78.882
100,28.206,-82.4922
101,35.1008,-89.864
102,40.8068,-73.9873
103,28.3086,-81.4698
104,34.6915,-79.1954
105,40.6613,-73.9154
106,42.6893,-73.8493
107,32.8816,-79.9927
108,29.9478,-95.4088
109,42.9913,-83.717
110,41.0555,-73.52
111,37.7322,-122.153
112,29.7594,-95.3674
113,40.7176,-73.9804
114,40.6636,-73.8743
115,41.1204,-74.1287
116,29.535,-95.5103
117,36.1566,-86.8323
118,41.0247,-75.3022
119,40.0083,-75.2047
120,40.6772,-73.8437
121,28.662,-81.3406
122,35.1116,-78.879
123,33.9237,-84.3044
124,33.7793,-84.2412
125,32.6365,-96.9354
126,33.9444,-117.461
127,41.7049,-88.1111
128,40.7307,-73.983
129,34.1242,-117.362
130,45.6691,-73.7655
131,33.9829,-118.281
132,43.7278,-79.3305
133,35.6005,-77.3655
134,39.1618,-86.5529
135,42.209,-83.5879
136,37.6059,-77.5176
137,33.4264,-86.8849
138,40.7068,-73.698
139,33.8417,-118.239
140,33.9625,-118.366
141,40.7993,-73.9287
142,33.5633,-85.0736
143,47.0744,-122.439
144,32.2548,-101.468
145,33.5708,-84.2714
146,42.3755,-71.2123
147,41.0719,-81.5276
148,32.3863,-90.1395
149,38.7975,-90.5352
150,33.7885,-84.3848
151,40.7117,-73.9501
152,32.5094,-84.9536
153,30.1029,-95.9933
154,33.5517,-84.564
155,40.8418,-73.8772
156,29.7353,-95.6331
157,29.5785,-95.7607
158,42.2946,-83.6855
159,39.9821,-75.2374
160,29.7317,-95.4881
161,42.4888,-83.2237
162,34.0052,-81.0524
163,42.0907,-72.5558
164,41.5756,-109.267
165,38.9603,-77.0282
166,45.1077,-93.199
167,36.1632,-86.8234
168,33.5836,-84.5255
169,37.4727,-76.3721
170,40.9234,-73.8134
171,41.5134,-74.0378
172,40.6639,-73.949
173,30.5424,-91.1545
174,40.6587,-73.9475
175,40.7482,-74.2293
176,38.9222,-77.0245
177,41.8969,-87.7648
178,44.9684,-124.012
179,40.8021,-73.961
180,40.6802,-73.878
181,32.2226,-110.97
182,41.4822,-81.79
183,40.6619,-73.9597
184,33.7481,-84.4166
185,40.8822,-73.8873
186,40.7369,-73.9933
187,35.7656,-78.6355
188,40.4727,-74.4302
189,42.2714,-71.1054
190,36.7886,-76.3632
191,40.8823,-73.8222
192,39.1882,-75.5408
193,44.7062,-63.8487
194,37.5639,-77.5426
195,40.6326,-73.9055
196,38.4853,-122.741
197,35.0175,-89.8272
198,42.3599,-71.1187
199,40.2707,-74.8402
200,38.965,-76.9441
201,34.0137,-118.29
202,40.0083,-75.2047
203,33.8256,-118.329
204,43.7169,-79.5146
205,40.6024,-74.2813
206,32.6638,-97.0113
207,40.7619,-73.9743
208,41.9582,-85.0078
209,42.526,-83.3879
210,34.0903,-118.385
211,30.4911,-84.2522
212,40.6454,-73.8842
213,40.595,-73.7519
214,41.1066,-80.6448
215,25.7219,-80.3338
216,41.5248,-81.5882
217,29.7929,-95.2174
218,29.709,-95.5083
219,34.0285,-81.1001
220,43.3915,-124.26
221,36.0028,-79.8063
222,33.5785,-85.0973
223,42.8466,-78.8306
224,38.4761,-121.433
225,33.8427,-84.6163
226,29.9842,-95.6483
227,42.4639,-83.2159
228,42.3506,-83.0469
229,41.6547,-72.7763
230,38.929,-94.3974
231,40.8051,-73.5637
232,40.1433,-82.9819
233,40.7119,-73.792
234,34.29,-85.0126
235,41.7867,-72.7423
236,42.5049,-83.1894
237,25.9834,-80.3698
238,36.0115,-83.9738
239,42.1338,-87.8879
240,34.0245,-84.5501
241,40.6455,-73.9477
242,35.0502,-89.8361
243,39.966,-83.0017
244,34.6379,-89.9572
245,40.2251,-74.3176
246,35.9189,-84.0837
247,40.6917,-73.9455
248,39.1522,-77.2742
249,40.6769,-73.9641
250,40.8117,-73.9381
251,35.8474,-86.3635
252,32.8809,-96.8053
253,42.0972,-75.9826
254,41.6,-87.5627
255,35.0996,-109.645
256,41.0168,-85.2735
257,31.5556,-110.256
258,33.5615,-112.139
259,41.5226,-81.6137
260,29.525,-98.303
261,39.7474,-105.008
262,37.4,-79.14
263,38.9208,-77.0223
264,38.9176,-77.023
265,42.3997,-86.2317
266,41.8788,-87.7845
267,42.4665,-82.9375
268,36.3175,-86.614
269,40.8227,-73.9066
270,41.59,-93.7671
271,33.8138,-117.968
272,31.3063,-89.3522
273,40.1128,-88.2202
274,33.8246,-118.25
275,39.1907,-75.5344
276,40.6656,-73.7394
277,40.7309,-73.8747
278,42.5388,-83.3649
279,35.1533,-80.7308
280,41.9033,-87.6665
281,37.6141,-77.4959
282,26.0714,-80.3109
283,39.8866,-75.3365
284,41.0619,-81.5359
285,39.2863,-76.6151
286,45.562,-73.7452
287,34.0005,-118.485
288,41.4736,-88.2409
289,33.6857,-84.5613
290,41.6971,-73.9097
291,41.9531,-87.669
292,36.5198,-82.5571
293,40.0806,-82.9612
294,33.7886,-118.118
295,25.9898,-80.2825
296,39.0047,-76.9745
297,25.9803,-80.2989
298,32.7131,-117.16
299,42.6389,-73.7595
300,38.9212,-77.0364
301,40.6649,-73.907
302,34.1061,-117.587
303,30.9818,-83.2062
304,40.6226,-74.1512
305,35.9161,-78.8104
306,40.0211,-75.1728
307,40.8272,-73.917
308,40.9457,-73.881
309,38.6623,-121.004
310,37.9802,-121.799
311,37.025,-76.3332
312,33.5773,-84.3448
313,38.6651,-90.2687
314,38.7896,-76.8332
315,33.7464,-84.4174
316,34.0012,-118.317
317,39.7798,-84.0643
318,39.7351,-74.2618
319,38.7954,-89.9889
320,30.8496,-83.2958
321,32.9,-97.0446
322,39.1018,-77.1696
323,30.5881,-96.3378
324,40.6675,-73.9323
325,29.8255,-95.2848
326,40.7246,-74.1368
327,40.7266,-74.0001
328,40.718,-74.0908
329,40.7381,-73.9975
330,38.7658,-76.9164
331,39.9527,-75.1719
332,40.0226,-74.8916
333,33.6896,-84.1875
334,32.8174,-116.96
335,33.8712,-84.2498
336,42.7109,-71.1706
337,25.772,-80.1916
338,33.615,-83.9998
339,30.067,-94.1325
340,40.6632,-73.7577
341,41.0029,-80.6334
342,41.5121,-81.6723
343,40.6503,-73.9521
344,36.847,-76.2645
345,41.9916,-87.7829
346,41.1922,-73.8886
347,40.7574,-73.9854
348,33.791,-84.3286
349,40.8928,-73.8606
350,35.3353,-80.7176
351,32.0706,-81.1557
352,28.4966,-81.4401
353,38.7801,-76.9
354,38.1795,-84.846
355,28.5186,-81.151
356,37.2344,-77.4327
357,29.6984,-95.6187
358,42.2798,-83.2941
359,32.9637,-91.2279
360,33.8609,-118.178
361,40.6506,-73.7323
362,40.8373,-73.8878
363,40.9453,-74.1919
364,35.8504,-86.3826
365,31.792,-85.965
366,33.8451,-118.166
367,25.9706,-80.3585
368,40.6919,-73.9844
369,37.0101,-76.3881
370,38.9547,-77.017
371,38.2478,-121.983
372,40.6495,-73.9033
373,33.8231,-84.35
374,38.8032,-76.9106
375,40.7249,-74.0016
376,39.3854,-76.5812
377,41.2851,-72.9494
378,34.1157,-117.476
379,40.6202,-73.9258
380,33.4709,-112.038
381,40.6434,-73.9311
382,39.8225,-86.0144
383,40.7846,-73.9737
384,30.4282,-84.2866
385,28.1585,-80.6689
386,40.75,-73.997
387,40.8086,-73.9341
388,40.8114,-73.9557
389,40.706,-73.9497
390,40.8954,-73.8571
391,32.9927,-80.0315
392,40.7671,-73.9827
393,41.8098,-87.9647
394,41.1863,-73.1904
395,40.7951,-74.026
396,34.1756,-118.54
397,40.6849,-73.9485
398,40.7112,-73.9926
399,40.6594,-73.8875
400,41.5352,-81.5813
401,41.0163,-74.4763
402,33.9272,-118.326
403,41.589,-81.523
404,48.9987,-122.263
405,40.8606,-73.8931
406,40.641,-73.919
407,40.6503,-73.8906
408,42.2529,-83.639
409,35.9022,-78.7874
410,40.75,-73.997
411,39.9071,-82.8274
412,40.6273,-73.9264
413,36.8001,-76.3479
414,32.591,-80.9173
415,40.6954,-73.79
416,40.7502,-73.9927
417,37.8253,-122.421
418,42.7178,-71.1774
419,33.7524,-84.3954
420,40.8135,-73.9445
421,42.2888,-71.0761
422,40.8371,-73.9329
423,33.7847,-84.2781
424,40.8418,-73.8772
425,26.197,-80.2661
426,40.6805,-73.9429
427,33.968,-81.0102
428,33.7298,-84.1478
429,40.6448,-73.9065
430,40.6773,-73.9271
431,25.7894,-80.1305
432,41.894,-87.7948
433,42.4298,-83.2784
434,40.8523,-73.8683
435,40.6692,-73.7217
436,34.113,-118.281
437,38.8447,-76.8781
438,40.8379,-73.9103
439,31.4252,-89.3261
440,37.3236,-121.908
441,40.8232,-73.9051
442,40.6885,-73.9281
443,40.6924,-73.9363
444,40.6779,-73.7513
445,32.8364,-96.7774
446,37.0409,-76.3213
447,34.1845,-118.586
448,38.9208,-77.0223
449,34.1679,-84.7887
450,36.054,-80.1478
451,45.4702,-122.69
452,39.0014,-77.0969
453,36.2535,-94.1613
454,40.7143,-74.006
455,40.771,-74.029
456,40.8223,-73.8855
457,40.6776,-73.8077
458,38.6474,-76.9006
459,37.2022,-77.4044
460,42.3861,-87.8462
461,40.6751,-73.6125
462,40.7032,-73.8012
463,40.6367,-73.9425
464,40.6909,-73.9876
465,40.6881,-73.8684
466,40.645,-73.8989
467,25.9624,-80.2146
468,38.0953,-85.6853
469,33.8304,-84.342
470,33.9518,-118.305
471,26.1325,-80.1494
472,40.7125,-73.7849
473,36.0578,-86.639
474,34.9428,-81.0421
475,36.0511,-86.6019
476,40.6513,-73.9222
477,37.7084,-97.3243
478,40.7228,-73.9708
479,38.9463,-76.7696
480,35.5928,-97.5494
481,42.7188,-84.4945
482,40.6665,-73.8902
483,40.7068,-73.6981
484,35.843,-78.631
485,40.6383,-73.9206
486,33.8927,-118.237
487,37.2436,-77.4176
488,29.9507,-90.1196
489,33.5802,-83.9478
490,30.2456,-81.5417
491,40.6959,-73.7215
492,40.7606,-74.2492
493,28.4993,-81.3245
494,36.0636,-79.4097
495,40.6718,-73.5573
496,47.2109,-122.565
497,40.6608,-73.8946
498,40.7531,-73.9145
499,35.1521,-90.0382
500,39.4179,-80.196
